Date,Open,High,Low,Close,Adj Close,Volume,New_Open,Difference,ave_5D,grad_5D,ave_20D,grad_20D
14/6/17,36.875,36.875,35.959999,36.290001,34.354519,126124800,35.830002,-1.044998,36.3750008,-0.5705002,37.26312525,-0.10512505
15/6/17,35.830002,36.119999,35.552502,36.072498,34.148613,128661600,35.945,0.114998,36.2710008,-0.104,37.1446253,-0.11849995
16/6/17,35.945,36.125,35.549999,35.567501,33.670547,201444400,35.915001,-0.029999,36.2565004,-0.0145004,37.0388754,-0.1057499
19/6/17,35.915001,36.685001,35.915001,36.584999,34.633781,130165600,36.717499,0.802498,36.1575006,-0.0989998,36.92475035,-0.11412505
20/6/17,36.717499,36.717499,36.235001,36.252499,34.319016,99600400,36.380001,-0.337498,36.2800004,0.1224998,36.80650045,-0.1182499
21/6/17,36.380001,36.517502,36.1525,36.467499,34.522545,85063200,36.442501,0.0625,36.3475006,0.0675002,36.6788756,-0.12762485
22/6/17,36.442501,36.674999,36.279999,36.407501,34.465744,76425200,36.282501,-0.16,36.5230004,0.1754998,36.5288756,-0.15
23/6/17,36.282501,36.790001,36.2775,36.57,34.619579,141757600,36.7925,0.509999,36.4300004,-0.093,36.3745005,-0.1543751
26/6/17,36.7925,37.07,36.345001,36.455002,34.510712,102769600,36.252499,-0.540001,36.3785004,-0.0515,36.23600045,-0.13850005
27/6/17,36.252499,36.540001,35.904999,35.932499,34.016079,99047600,36.122501,-0.129998,36.3255006,-0.0529998,36.22337535,-0.0126251
28/6/17,36.122501,36.5275,35.790001,36.4575,34.513077,88329600,36.177502,0.055001,36.2915002,-0.0340004,36.20725025,-0.0161251
29/6/17,36.177502,36.282501,35.57,35.919998,34.004238,125997600,36.112499,-0.065003,36.1770004,-0.1144998,36.18225025,-0.025
30/6/17,36.112499,36.240002,35.945,36.005001,34.084717,92096400,36.220001,0.107502,36.1110008,-0.0659996,36.24037515,0.0581249
3/7/17,36.220001,36.325001,35.775002,35.875,33.961651,57111200,35.922501,-0.2975,36.0375008,-0.0735,36.30337525,0.0630001
5/7/17,35.922501,36.197498,35.68,36.022499,34.10128,86278400,35.755001,-0.1675,35.947,-0.0905008,36.37262515,0.0692499
6/7/17,35.755001,35.875,35.602501,35.682499,33.779419,96515200,35.724998,-0.030003,35.9300002,-0.0169998,36.41775015,0.045125
7/7/17,35.724998,36.1875,35.724998,36.044998,34.122581,76806800,36.0275,0.302502,35.9224998,-0.0075004,36.4925001,0.07474995
10/7/17,36.0275,36.487499,35.842499,36.264999,34.330841,84362400,36.182499,0.154999,36.0314994,0.1089996,36.5452501,0.05275
11/7/17,36.182499,36.462502,36.095001,36.3825,34.442081,79127200,36.467499,0.285,36.1554992,0.1239998,36.61337505,0.06812495
12/7/17,36.467499,36.544998,36.205002,36.435001,34.491779,99538000,36.375,-0.092499,36.4089996,0.2535004,36.6712501,0.05787505
13/7/17,36.375,37.122501,36.360001,36.942501,34.972214,100797600,36.9925,0.6175,36.6445,0.2355004,36.77550025,0.10425015
14/7/17,36.9925,37.3325,36.8325,37.259998,35.272778,80528400,37.205002,0.212502,36.868,0.2235,36.8912502,0.11574995
17/7/17,37.205002,37.724998,37.142502,37.389999,35.395851,95174000,37.299999,0.094997,37.0985,0.2305,36.9560001,0.0647499
18/7/17,37.299999,37.532501,37.1675,37.52,35.518913,71475200,37.619999,0.32,37.3985,0.3,37.02412505,0.06812495
19/7/17,37.619999,37.855,37.487499,37.755001,35.741379,83692000,37.875,0.255001,37.4995002,0.1010002,37.0768751,0.05275005
20/7/17,37.875,37.935001,37.547501,37.584999,35.580444,68974800,37.497501,-0.377499,37.5874998,0.0879996,37.27175005,0.19487495
21/7/17,37.497501,37.610001,37.220001,37.567501,35.563885,105010400,37.645,0.147499,37.7175002,0.1300004,37.44712505,0.175375
24/7/17,37.645,38.110001,37.474998,38.022499,35.99461,85972800,37.950001,0.305001,37.8610008,0.1435006,37.61175025,0.1646252
25/7/17,37.950001,38.459999,37.950001,38.185001,36.148441,75415600,38.337502,0.387501,37.9735008,0.1125,37.7736252,0.16187495
26/7/17,38.337502,38.482498,38.264999,38.365002,36.318844,63124000,38.4375,0.099998,37.9685006,-0.0050002,37.94700035,0.17337515
27/7/17,38.4375,38.497501,36.825001,37.639999,35.632511,129905200,37.4725,-0.965,37.9345002,-0.0340004,38.11437535,0.167375
28/7/17,37.4725,37.557499,37.297501,37.375,35.381645,68854800,37.474998,0.002498,37.7995004,-0.1349998,38.29437525,0.1799999
31/7/17,37.474998,37.5825,37.032501,37.182499,35.199417,79383600,37.275002,-0.199996,38.096,0.2964996,38.40225035,0.1078751
1/8/17,37.275002,37.555,37.102501,37.512501,35.511818,141474400,39.82,2.544998,38.2610002,0.1650002,38.53350035,0.13125
2/8/17,39.82,39.9375,39.040001,39.285,37.189777,279747200,39.262501,-0.557499,38.5700006,0.3090004,38.67675045,0.1432501
3/8/17,39.262501,39.302502,38.755001,38.892502,36.818218,108389200,39.017502,-0.244999,38.9280008,0.3580002,38.82000055,0.1432501
4/8/17,39.017502,39.349998,38.922501,39.0975,37.01228,82239600,39.264999,0.247497,39.4030008,0.475,38.9327506,0.11275005
7/8/17,39.264999,39.73,39.1675,39.702499,37.585014,87481200,39.650002,0.385003,39.4020006,-0.0010002,39.03112555,0.09837495
8/8/17,39.650002,40.4575,39.567501,40.02,37.885574,144823600,39.814999,0.164997,39.5445,0.1424994,39.11762555,0.0865
